Temps,FrequenceCardiaque
1970-01-01T00:00:40.200Z,135.15736742857152
1970-01-01T00:00:40.300Z,135.26753571428577
1970-01-01T00:00:40.400Z,136.21326571428574
1970-01-01T00:00:40.500Z,135.51739257142853
1970-01-01T00:00:40.600Z,135.0225747142856
1970-01-01T00:00:40.700Z,135.37839942857133
1970-01-01T00:00:40.800Z,134.66749185714272
1970-01-01T00:00:40.900Z,135.5860527142856
1970-01-01T00:00:41.000Z,136.58963442857126
1970-01-01T00:00:41.100Z,135.98992385714274
1970-01-01T00:00:41.200Z,136.19359514285708
1970-01-01T00:00:41.300Z,136.68537657142863
1970-01-01T00:00:41.400Z,136.36840000000007
1970-01-01T00:00:41.500Z,137.28661914285712
1970-01-01T00:00:41.600Z,137.99892328571428
1970-01-01T00:00:41.700Z,136.42827199999996
1970-01-01T00:00:41.800Z,136.0612285714285
1970-01-01T00:00:41.900Z,134.87785085714282
1970-01-01T00:00:42.000Z,134.18080099999995
1970-01-01T00:00:42.100Z,134.33705285714285
1970-01-01T00:00:42.200Z,135.1198762857143
1970-01-01T00:00:42.300Z,135.7633097142857
1970-01-01T00:00:42.400Z,135.9282085714286
1970-01-01T00:00:42.500Z,135.76627142857143
1970-01-01T00:00:42.600Z,135.32847557142853
1970-01-01T00:00:42.700Z,135.27134228571418
1970-01-01T00:00:42.800Z,135.5903302857142
1970-01-01T00:00:42.900Z,136.39134285714277
1970-01-01T00:00:43.000Z,136.29072485714278
1970-01-01T00:00:43.100Z,134.73581914285714
1970-01-01T00:00:43.200Z,135.30336785714283
1970-01-01T00:00:43.300Z,134.6675258571428
1970-01-01T00:00:43.400Z,134.67058814285713
1970-01-01T00:00:43.500Z,136.2326972857142
1970-01-01T00:00:43.600Z,136.04010385714275
1970-01-01T00:00:43.700Z,134.80877985714272
1970-01-01T00:00:43.800Z,135.34643042857135
1970-01-01T00:00:43.900Z,134.8011095714285
1970-01-01T00:00:44.000Z,134.32643271428566
1970-01-01T00:00:44.100Z,136.3448285714285
1970-01-01T00:00:44.200Z,136.6267691428571
1970-01-01T00:00:44.300Z,137.36031428571425
1970-01-01T00:00:44.400Z,137.05134957142855
1970-01-01T00:00:44.500Z,135.9979375714286
1970-01-01T00:00:44.600Z,135.42825114285722
1970-01-01T00:00:44.700Z,135.46135042857145
1970-01-01T00:00:44.800Z,135.61766900000012
1970-01-01T00:00:44.900Z,137.30546242857153
1970-01-01T00:00:45.000Z,138.17851571428568
1970-01-01T00:00:45.100Z,138.67614614285714
1970-01-01T00:00:45.200Z,138.17753757142856
1970-01-01T00:00:45.300Z,137.27420442857132
1970-01-01T00:00:45.400Z,136.91821228571425
1970-01-01T00:00:45.500Z,136.4280267142857
1970-01-01T00:00:45.600Z,134.98967585714294
1970-01-01T00:00:45.700Z,134.80297414285727
1970-01-01T00:00:45.800Z,134.54489228571435
1970-01-01T00:00:45.900Z,134.7009714285715
1970-01-01T00:00:46.000Z,136.11354328571423
1970-01-01T00:00:46.100Z,136.23065971428565
1970-01-01T00:00:46.200Z,137.79848385714274
1970-01-01T00:00:46.300Z,136.95971042857136
1970-01-01T00:00:46.400Z,135.18441557142847
1970-01-01T00:00:46.500Z,135.14439999999996
1970-01-01T00:00:46.600Z,134.4595252857143
1970-01-01T00:00:46.700Z,135.7029187142857
1970-01-01T00:00:46.800Z,136.62879828571425
1970-01-01T00:00:46.900Z,137.12847014285708
1970-01-01T00:00:47.000Z,138.3833454285714
1970-01-01T00:00:47.100Z,136.8576651428572
1970-01-01T00:00:47.200Z,136.77867671428578
1970-01-01T00:00:47.300Z,136.54446985714287
1970-01-01T00:00:47.400Z,135.12034842857136
1970-01-01T00:00:47.500Z,135.0098621428571
1970-01-01T00:00:47.600Z,136.3033375714286
1970-01-01T00:00:47.700Z,136.6205181428572
1970-01-01T00:00:47.800Z,136.29669485714294
1970-01-01T00:00:47.900Z,135.737007
1970-01-01T00:00:48.000Z,135.77601200000004
1970-01-01T00:00:48.100Z,135.78132728571433
1970-01-01T00:00:48.200Z,135.68208571428573
1970-01-01T00:00:48.300Z,136.21773857142858
1970-01-01T00:00:48.400Z,135.154822
1970-01-01T00:00:48.500Z,134.69446314285722
1970-01-01T00:00:48.600Z,135.34442857142864
1970-01-01T00:00:48.700Z,135.3821624285715
1970-01-01T00:00:48.800Z,135.5493285714287
1970-01-01T00:00:48.900Z,134.25512971428577
1970-01-01T00:00:49.000Z,133.6783107142858
1970-01-01T00:00:49.100Z,133.99964100000005
1970-01-01T00:00:49.200Z,136.244106
1970-01-01T00:00:49.300Z,138.07926028571424
1970-01-01T00:00:49.400Z,138.75805714285707
1970-01-01T00:00:49.500Z,138.45757914285707
1970-01-01T00:00:49.600Z,136.5309947142857
1970-01-01T00:00:49.700Z,134.99322814285722
1970-01-01T00:00:49.800Z,135.0563142857144
1970-01-01T00:00:49.900Z,135.10063128571434
1970-01-01T00:00:50.000Z,134.65778842857156
1970-01-01T00:00:50.100Z,128.5622491428571
1970-01-01T00:00:50.200Z,128.73709757142848
1970-01-01T00:00:50.300Z,128.58776042857136
1970-01-01T00:00:50.400Z,128.42788571428565
1970-01-01T00:00:50.500Z,128.35945757142852
1970-01-01T00:00:50.600Z,128.1410417142857
1970-01-01T00:00:50.700Z,128.31060657142862
1970-01-01T00:00:50.800Z,128.3635857142858
1970-01-01T00:00:50.900Z,128.54936028571439
1970-01-01T00:00:51.000Z,128.81788471428578
1970-01-01T00:00:51.100Z,133.62932457142858
1970-01-01T00:00:51.200Z,136.56140000000005
1970-01-01T00:00:51.300Z,136.55822014285718
1970-01-01T00:00:51.400Z,213.53404857142837
1970-01-01T00:00:51.500Z,138.88742542857148
1970-01-01T00:00:51.600Z,138.69804271428575
1970-01-01T00:00:51.700Z,138.89617399999997
1970-01-01T00:00:51.800Z,136.05169828571417
1970-01-01T00:00:51.900Z,135.6559557142856
1970-01-01T00:00:52.000Z,134.7841428571428
1970-01-01T00:00:52.100Z,135.50440214285712
1970-01-01T00:00:52.200Z,137.08399871428583
1970-01-01T00:00:52.300Z,137.49088571428578
1970-01-01T00:00:52.400Z,138.29424171428573
1970-01-01T00:00:52.500Z,136.8005004285714
1970-01-01T00:00:52.600Z,136.56616585714283
1970-01-01T00:00:52.700Z,135.98920728571417
1970-01-01T00:00:52.800Z,135.41890957142854
1970-01-01T00:00:52.900Z,134.6148614285715
1970-01-01T00:00:53.000Z,134.67407728571436
1970-01-01T00:00:53.100Z,134.6975142857144
1970-01-01T00:00:53.200Z,134.6409137142858
1970-01-01T00:00:53.300Z,136.55074914285726
1970-01-01T00:00:53.400Z,137.4074285714286
1970-01-01T00:00:53.500Z,137.4056955714286
1970-01-01T00:00:53.600Z,137.34077142857146
1970-01-01T00:00:53.700Z,136.83761057142866
1970-01-01T00:00:53.800Z,136.26290885714297
1970-01-01T00:00:53.900Z,136.41829500000006
1970-01-01T00:00:54.000Z,136.5494571428572
1970-01-01T00:00:54.100Z,136.65637871428575
1970-01-01T00:00:54.200Z,136.13623400000003
1970-01-01T00:00:54.300Z,136.11975214285715
1970-01-01T00:00:54.400Z,136.05632857142857
1970-01-01T00:00:54.500Z,134.068893142857
1970-01-01T00:00:54.600Z,134.22915871428557
1970-01-01T00:00:54.700Z,134.8812165714284
1970-01-01T00:00:54.800Z,134.85904285714273
1970-01-01T00:00:54.900Z,136.02585871428556
1970-01-01T00:00:55.000Z,136.44313128571414
1970-01-01T00:00:55.100Z,135.68466485714274
1970-01-01T00:00:55.200Z,135.15709999999993
1970-01-01T00:00:55.300Z,135.9479511428572
1970-01-01T00:00:55.400Z,134.40764857142867
1970-01-01T00:00:55.500Z,134.9555884285716
1970-01-01T00:00:55.600Z,135.07993642857153
1970-01-01T00:00:55.700Z,134.91375542857148
